AICc_global_joint,AICc_separate_all,AICc_global_minus_sep,AICc_two_stage_per_variant,AICc_global_minus_two_stage,chi2_global,k_global,shared_s_l,shared_s_b,shared_s_to_CMB,a0,a_bmin,a_mag
171.2172050329978,203.84334188099996,-32.62613684800215,182.52410172099965,-11.306896688001842,135.4277313487873,17,19.213911872181583,36.65904889166329,77.40315031638573,0.015501791028314841,-0.0006781280119926843,0.0056121408840996015
