chi2_1axis,chi2_2axis,AICc_1axis,AICc_2axis,AICc_2minus1,angle_s1_1axis_vs_s1_2axis,s1_l_1axis,s1_b_1axis
135.41423319384472,109.95134646597124,171.20370687805524,156.9543138250217,-14.249393053033543,0.33026469253364976,19.206420665280252,36.636942010015225
