pack,variant,scenario,N,dAICc,g_l,g_b,g_to_CMB_deg,beta,loo_mean_ang,loo_std_ang,run
wagen_base,baseline,no_quaia,3,-41.83432522788392,239.16529095857248,35.47397515697885,22.33141849808993,0.219275339479194,,,J
wagen_base,baseline,quaia_std_G20p5_b20_selcorr,4,-122.0161723186568,310.398201869457,53.71655657656662,29.159055345735457,0.3101905514593288,20.1003640925846,22.821552254939792,J
wagen_base,baseline,quaia_b30_debias,4,-54.26564555240208,248.29601619975708,46.45523398805321,10.78390954337936,0.2318806653678014,14.253317830295927,11.258001476203027,J
wagen_base,baseline,quaia_conservative_sys,4,-53.25636599045986,257.4328356408992,46.18581164241767,4.926859458295252,0.2318736953299188,15.760001139487212,12.240694562419364,J
wagen_base,baseline,quaia_maskscan_bmin20,4,-54.08416307215289,258.19041386075594,46.47182584491689,4.330974621635906,0.2333037605849716,15.848072480877146,12.281666348673824,J
wagen_base,baseline,quaia_maskscan_bmin25,4,-53.99350322655951,253.1107167157392,46.47215544387575,7.594498866763928,0.2320687885973342,14.957376855124291,11.725313398579267,J
wagen_base,baseline,quaia_maskscan_bmin30,4,-54.26922654089006,248.29797523191684,46.45711817373983,10.782110204026528,0.2318858908288975,14.25338594232699,11.257724242140746,J
wagen_base,baseline,quaia_conservative_sys_sigma90,4,-46.4416089245568,245.68770108730183,40.04579204994816,15.445074239426129,0.2223942848335382,13.981827934646413,12.724773080449603,J
wagen_base,baseline,quaia_maskscan_bmin30_sigma90,4,-48.965825568630805,243.41737994585648,41.10704906755541,16.23104885937117,0.2264078525712164,13.32078583809266,11.9828736195828,J
wagen_zbins_G20p0_pmSig2,2MRS_clean,zbins_default,6,-40.92799438536846,263.78258673459817,52.898483658373365,4.647942974593001,0.1930642421687424,11.480765837179314,11.029352290988951,J
wagen_zbins_G20p0_pmSig2,2MRS_clean,zbins_sigma90,6,-51.384554911127104,250.95943201457865,46.51364803667096,9.001567593389467,0.2199784127847624,9.577284410103417,11.434689420543634,J
wagen_zbins_G20p0_pmSig2,baseline,zbins_default,6,-47.7711070382691,263.7038356575189,51.24766878519475,3.001663901346501,0.2056096778759392,10.853844572062153,10.064480464482331,J
wagen_zbins_G20p0_pmSig2,baseline,zbins_sigma90,6,-59.425100859111375,251.4636156744241,44.7138610146756,9.328889445303885,0.23402460295332,8.67292891241528,9.858373631109108,J
