model,mean_AICc,std_AICc,mean_core_to_nonQuaia,mean_quaia_r,mean_quaia_R2
O0_intercept,53.62769041926061,6.027249093749665,1.761554915418949,,0.0
O1_bmin,51.596728831702926,5.9597148187414675,0.49841359157195286,0.4998746456297777,0.25008336651606705
O2_bmin_mag,50.96083547024998,6.029770126004713,1.8167056338652132,0.6780221526857917,0.45979016232889425
O3_bmin_mag_pm,56.59482889433553,6.1190149415364825,1.7657409524996992,0.8137127508270174,0.662129188706509
O4_full_plus_z,59.111724187209866,6.295081383992505,1.3832237475702849,0.8153501815993677,0.6648052139381013
