name,z_mean,D_obs,D_obs_err,l_deg,b_deg,sigma_dir_deg_approx,RA_deg,Dec_deg
Quaia_G20p5_z0p6_1p0,0.8181879949543619,0.02496341924468757,0.006588843294821301,329.33102848567427,47.24368195342494,19.667911366965395,210.82753544053486,-11.910599261966565
Quaia_G20p5_z1p0_1p5,1.2605463316184857,0.015858600276401354,0.005739768411398254,340.5520811856716,57.461042993048096,25.049085159525287,212.02722830941366,0.3002023781491188
Quaia_G20p5_z1p5_3p0,2.0585483839819902,0.020240769157619597,0.0031206317489579165,324.06552285999345,66.3181533425533,10.206411574299848,201.21591442571827,4.8275787042221285
