pack,variant,model,template,drop,g_l,g_b,dAICc,chi2,aicc,success,s_l,s_b,gamma
protocol_d_input_pack_wagenveld2025_tier1__zradio_1p0__catwise_w1lt16p5__quaiaG20p0_pmSiglt2_zbins.csv,2MRS_clean,BAO_P1+SYS,radio,NVSS,267.86284944511493,56.732814667302115,-21.779080055912978,39.39898555286292,61.89898555286292,True,53.71966473897561,30.144478008993424,0.006312459173184402
protocol_d_input_pack_wagenveld2025_tier1__zradio_1p0__catwise_w1lt16p5__quaiaG20p0_pmSiglt2_zbins.csv,2MRS_clean,BAO_P1+SYS,radio,RACS_low,255.39454925740785,42.925648642695684,-13.863578164616413,38.5341295539569,61.0341295539569,True,201.36541232460343,-42.62027793991763,0.003644900085147298
protocol_d_input_pack_wagenveld2025_tier1__zradio_1p0__catwise_w1lt16p5__quaiaG20p0_pmSiglt2_zbins.csv,2MRS_clean,BAO_P1+SYS,radio,CatWISE_W1lt16p5,329.0344427546295,57.88203430282658,-30.179911584406504,7.3169164339175925,29.81691643391759,True,0.14355437623237322,34.74842672869936,-0.013114545201877659
protocol_d_input_pack_wagenveld2025_tier1__zradio_1p0__catwise_w1lt16p5__quaiaG20p0_pmSiglt2_zbins.csv,2MRS_clean,BAO_P1+SYS,radio,Quaia_G<20.0_pmSig_lt2_0p6_1p0,258.5064347501291,51.87869215078375,-23.933549779780442,40.89808806757029,63.39808806757029,True,56.06074132371134,46.00838082439669,0.002377613750278837
protocol_d_input_pack_wagenveld2025_tier1__zradio_1p0__catwise_w1lt16p5__quaiaG20p0_pmSiglt2_zbins.csv,2MRS_clean,BAO_P1+SYS,radio,Quaia_G<20.0_pmSig_lt2_1p0_1p5,252.70812511336823,49.5247327521886,-28.46953268859079,31.33451070987317,53.83451070987317,True,41.51334223504159,31.22648982278273,0.0034978659843719383
protocol_d_input_pack_wagenveld2025_tier1__zradio_1p0__catwise_w1lt16p5__quaiaG20p0_pmSiglt2_zbins.csv,2MRS_clean,BAO_P1+SYS,radio,Quaia_G<20.0_pmSig_lt2_1p5_3p0,251.78895655730645,47.90790717139926,-24.26852258843497,26.32368412173593,48.82368412173593,True,28.695821122763732,43.083144786856636,0.005037989489755946
protocol_d_input_pack_wagenveld2025_tier1__zradio_1p0__catwise_w1lt16p5__quaiaG20p0_pmSiglt2_zbins.csv,2MRS_clean,BAO_P1+SYS,quaia,NVSS,316.95517658140545,59.10884947110952,-47.70008181950683,13.477983789269068,35.97798378926907,True,6.994291907756747,33.21085245297853,0.017431023665112604
protocol_d_input_pack_wagenveld2025_tier1__zradio_1p0__catwise_w1lt16p5__quaiaG20p0_pmSiglt2_zbins.csv,2MRS_clean,BAO_P1+SYS,quaia,RACS_low,308.46054165746625,56.780445679174804,-48.847688249924374,3.55001946864894,26.05001946864894,True,9.398055170193686,35.7689411083804,0.019601865869010672
protocol_d_input_pack_wagenveld2025_tier1__zradio_1p0__catwise_w1lt16p5__quaiaG20p0_pmSiglt2_zbins.csv,2MRS_clean,BAO_P1+SYS,quaia,CatWISE_W1lt16p5,329.03444284775003,57.882034090275866,-30.1799115844065,7.316916433917593,29.816916433917594,True,0.1435541685015096,34.74842688402397,0.013114545328064628
protocol_d_input_pack_wagenveld2025_tier1__zradio_1p0__catwise_w1lt16p5__quaiaG20p0_pmSiglt2_zbins.csv,2MRS_clean,BAO_P1+SYS,quaia,Quaia_G<20.0_pmSig_lt2_0p6_1p0,293.6060950532704,58.90870769578616,-51.644940200804584,13.186697646546149,35.68669764654615,True,4.352662183833843,36.57429991347303,0.01852879290350369
protocol_d_input_pack_wagenveld2025_tier1__zradio_1p0__catwise_w1lt16p5__quaiaG20p0_pmSiglt2_zbins.csv,2MRS_clean,BAO_P1+SYS,quaia,Quaia_G<20.0_pmSig_lt2_1p0_1p5,281.81972534386966,59.08891887930413,-47.00298404767324,12.801059350790723,35.30105935079072,True,2.680286752739221,41.11168969930402,0.01637131092051991
protocol_d_input_pack_wagenveld2025_tier1__zradio_1p0__catwise_w1lt16p5__quaiaG20p0_pmSiglt2_zbins.csv,2MRS_clean,BAO_P1+SYS,quaia,Quaia_G<20.0_pmSig_lt2_1p5_3p0,296.15547782787803,58.72833104393966,-38.446238844029445,12.145967866141456,34.645967866141454,True,13.49663376752494,25.018962901666946,0.016667310875089644
