iter,l,b,beta,dAICc,dAIC,chi2,chi2_null,dtheta_cmb,success
31,255.25190187095598,28.949291264327965,0.26593416189674945,-53.67252617618223,-58.472526176182235,4.763482071062151,69.23600824724438,20.451405127684446,True
32,219.3598678980032,22.060927252448067,0.18706967630338428,-18.450891782833928,-23.250891782833925,3.2065753251141778,32.457467107948105,44.01563596774525,True
33,221.9554382554197,8.869064759205244,0.26752481545567036,-45.56903172481487,-50.369031724814874,1.5967866249303773,57.96581834974525,52.884246535806355,True
34,233.7725612759022,17.984580844156973,0.28085515525177474,-57.82919921359258,-62.62919921359258,27.143642415309294,95.77284162890187,38.97249642015495,True
35,218.77848957326813,28.125488676097405,0.2341846926334643,-35.858730481104196,-40.6587304811042,7.708605406562565,54.36733588766676,40.07737098367836,True
36,231.49819198931314,13.743401110187012,0.2528001537849083,-43.19642852421484,-47.996428524214835,4.169705704142286,58.16613422835712,43.73029374135856,True
37,204.22417182397896,17.618846781938508,0.24237455504062577,-32.65936736779656,-37.45936736779656,3.5535311381713783,47.01289850596794,56.969804950294,True
38,230.62057712709867,3.4939099041037935,0.26395069415357275,-43.85114264029308,-48.651142640293074,3.7666557040423636,58.41779834433544,53.107894200203184,True
39,232.17518439056576,10.886028849605118,0.27496219831200885,-52.0878114181304,-56.8878114181304,9.09783108669494,71.98564250482534,45.8659325095587,True
40,227.04654050868294,15.278317610118485,0.23241840249879345,-34.51491737024028,-39.31491737024029,6.078086012985262,51.39300338322555,44.78582747066659,True
41,245.7501932630993,5.205070641275175,0.18265810745690675,-16.394786944976914,-21.194786944976915,5.901500513016049,33.096287457992965,45.7849707930367,True
42,250.53916707261936,8.441133736871194,0.2198849085794529,-29.479987231433977,-34.27998723143398,1.4553790035298297,41.735366234963806,41.40947776523318,True
43,222.00420911613446,15.865824748819584,0.2535519582388836,-42.086787658782356,-46.88678765878235,13.299228520008443,66.1860161787908,47.171015809726484,True
44,212.85611701511903,11.078946065228108,0.2566643126190174,-39.127184741401415,-43.92718474140141,7.472706429446012,57.399891170847425,56.418259217003104,True
45,227.85494708926655,22.654068154267886,0.2699297730460103,-52.66680079186071,-57.46680079186071,5.649378583134457,69.11617937499517,38.423536205036434,True
46,215.58802798236508,12.702847862971677,0.20960310418732273,-23.43150709576333,-28.231507095763327,7.601857210996412,41.83336430675974,53.48507222218622,True
47,243.30964500218857,20.283431054174685,0.24919993365162113,-44.653969099477735,-49.45396909947773,10.685105407539137,66.13907450701687,32.55935150013883,True
48,243.293803592019,28.580219158916947,0.20751458174783038,-28.679095896145327,-33.479095896145324,11.632171974873021,51.11126787101835,25.33973021247533,True
49,237.16357114234978,18.25598914897664,0.23037806687407442,-35.795744415576024,-40.59574441557602,1.5187914574530703,48.11453587302909,37.07525121633497,True
50,209.80894444610647,9.895654614297104,0.24253150853538813,-32.5251823940347,-37.325182394034705,8.25408877540432,51.579271169439025,59.216043176508656,True
51,237.042364905477,21.409339222075943,0.27477073147960207,-56.389339884992154,-61.18933988499215,8.234252676828657,75.42359256182081,34.433588945191104,True
52,244.6358590576918,22.057433538567352,0.23288757805424315,-38.011073599387906,-42.8110735993879,1.5428731218711231,50.35394672125903,30.42328922163259,True
53,241.35038192134326,16.837164413337867,0.17295105051141715,-15.439225669345024,-20.239225669345025,12.909271697695374,39.1484973670404,36.47017342856588,True
54,229.31625450309548,43.56515957890631,0.20746119219511747,-27.747724378060962,-32.54772437806096,3.3113652988096125,41.859089676870575,24.38067025033539,True
55,207.14327864030471,15.035176018904721,0.2611676216537235,-40.06254131137413,-44.86254131137413,3.4095442675497054,54.272085578923836,56.980471560345,True
56,215.41850826298483,11.986352288499123,0.27526214000092974,-47.91341083155546,-52.713410831555464,3.2111081557161922,61.924518987271654,54.15069814762165,True
57,227.53434603391338,18.762494728003084,0.2532129616030631,-44.06380377585364,-48.86380377585364,1.1434740761304758,56.007277851984114,41.68052325579482,True
58,251.6826750276673,29.187623791433595,0.16326335047650065,-13.629121997271703,-18.4291219972717,4.320170906732349,28.74929290400405,21.29543975916648,True
59,226.17391748579092,36.8325834220464,0.21261535107122995,-29.467466167158626,-34.26746616715863,4.359732292012407,44.627198459171034,29.76157342250105,True
60,241.2342682833734,19.92712143196944,0.15642976362259708,-10.9795453906811,-15.7795453906811,1.0693098710443474,22.848855261725447,33.756409311362425,True
61,215.38392651127833,9.05884479142398,0.2780654592891405,-47.96786258371269,-52.767862583712684,4.193144138838801,62.96100672255149,56.496390101829384,True
62,220.7050747451957,28.871370987053155,0.24209885222245603,-39.6542996434899,-44.4542996434899,6.083344488854882,56.53764413234478,38.32673737820588,True
63,214.612964203564,21.819293414368527,0.19547498375747835,-20.241207069444286,-25.041207069444287,5.117750651188583,36.15895772063287,47.19439831689961,True
64,216.53213946857352,20.8739325195222,0.26818520963509873,-48.06636758130217,-52.86636758130217,11.000102869250416,69.86647045055258,46.66648467312298,True
65,232.557028119535,19.829980369079273,0.2666039878413341,-51.36424388564866,-56.164243885648666,3.951943080052751,66.11618696570142,38.06026671994236,True
66,237.76955489876192,19.656557321718374,0.25095689842608737,-44.911835486420216,-49.71183548642021,1.6887100474374233,57.40054553385764,35.57638107962117,True
67,241.61146626995682,12.92895303227614,0.24334949117598326,-40.03553221751024,-44.835532217510234,3.1805332620141895,54.01606547952443,39.92483405454764,True
68,235.31290029099114,6.371038931228663,0.25024476380985183,-40.086630467693325,-44.88663046769332,4.2789639242795765,55.1655943919729,48.457094222861585,True
69,236.56245932631907,-1.696916997891765,0.2681875883219496,-44.018954892583665,-48.81895489258366,4.666883583893945,59.48583847647761,55.35575724882773,True
70,216.61941851637562,23.029174385211842,0.30281268528441196,-64.9739640876099,-69.7739640876099,6.477667702064957,82.25163178967486,45.03830272842483,True
71,233.94650553470333,26.796065710748877,0.2397662355325646,-40.92155549044004,-45.721555490440046,2.6865150424234514,54.4080705328635,31.714379416652573,True
72,226.16286886579348,22.57504500644584,0.18613692043705365,-19.170302667431763,-23.970302667431763,1.471012548213494,31.441315215645258,39.48027819723242,True
73,223.88711982795775,27.660640622074965,0.2697963886113186,-52.59604522380219,-57.39604522380219,2.7778149278436235,66.17386015164581,37.13215745531352,True
74,218.4923818958117,14.819236834050272,0.3001999783365495,-61.53797616696926,-66.33797616696926,7.034743571395083,79.37271973836434,50.076014699959465,True
75,215.83531539714414,26.188855097004605,0.25825638354735914,-44.698744701567726,-49.49874470156773,6.333883352490691,61.83262805405842,43.31178812057834,True
76,228.67303658439587,23.88758857362962,0.21218790159529022,-28.71226947315138,-33.51226947315138,1.7518613031758066,41.264130776327185,36.993730199713916,True
77,231.78722552929335,11.375793014433192,0.3051405882311421,-66.804240923511,-71.604240923511,2.1450725121597514,79.74931343567076,45.6276011142243,True
78,234.44778415039121,20.16587334035085,0.27157715627395523,-54.126734899801214,-58.92673489980121,7.533600572667103,72.46033547246832,36.79267560767728,True
79,216.52149376268397,1.801149224378464,0.2559090672833846,-36.707853406123135,-41.50785340612314,5.383822340255238,52.891675746378375,61.766302883029326,True
80,242.71946214304435,6.5372368227645214,0.24682772590498242,-39.316929547583,-44.116929547583005,8.089891908011595,58.2068214555946,45.471696083931214,True
81,230.39025838839615,40.678828426865266,0.27518354803230066,-57.479123685824376,-62.27912368582437,10.325805538465517,78.60492922428989,24.938999145143633,True
82,213.58308855598642,25.265919506533148,0.27504587362795974,-51.10120510369044,-55.901205103690444,11.558610905486777,73.45981600917722,45.415353579404176,True
83,219.3984437581966,14.99196763177673,0.23938286971199366,-35.475507788762144,-40.27550778876214,6.146710727456924,52.42221851621907,49.399260144986584,True
84,221.43744984871864,11.344696377664928,0.17949526576970895,-14.928781222096028,-19.72878122209603,8.343387044694257,34.072168266790285,51.138502412229926,True
85,217.38959954684287,39.934515711135795,0.2610952342336452,-47.708576907062685,-52.50857690706269,4.926195425039108,63.434772332101794,33.95083174830175,True
86,210.10832280255943,44.551436549693996,0.23784908284219825,-35.890498412562025,-40.69049841256202,6.679628798815127,53.37012721137715,36.5915482298687,True
87,240.97711061791057,13.489126849569566,0.278780184599724,-56.097028247080814,-60.89702824708082,8.265633836881129,75.16266208396195,39.660133253475365,True
88,256.0489906129842,20.621384753394963,0.23013773496592566,-36.13805162085407,-40.93805162085407,20.511247447076926,67.449299067931,28.366640788607114,True
89,227.33785458264333,6.780126514571345,0.22963994601970622,-31.12351165028877,-35.923511650288766,4.819543454870567,46.743055105159335,51.80627027575518,True
90,257.48115631242433,28.40295366823751,0.17875487487466873,-18.170898236641964,-22.970898236641965,2.8203234043465226,31.791221640988486,20.483438785843646,True
91,230.08057182205602,18.88666327588625,0.2510101103088467,-43.646569359912554,-48.44656935991256,6.113191306299957,60.55976066621251,40.16743518566799,True
92,216.0060636262436,30.698761554871325,0.2410252047186779,-38.19651538628476,-42.996515386284756,6.003830951574119,55.00034633785888,40.191916758197415,True
93,215.84593432340154,49.14530344222515,0.18077919904083897,-16.768855342541602,-21.568855342541603,4.152977783987518,31.72183312652912,31.26498723000007,True
94,231.36836505417176,29.265420683944143,0.23723782056480958,-39.771423099151775,-44.57142309915177,10.59836666494268,61.16978976409445,31.37382376599698,True
95,224.2783753672879,9.472844772608429,0.3159853614806656,-69.0509465364329,-73.8509465364329,14.786004505621007,94.63695104205391,51.112528162012424,True
96,244.40154897254394,8.427234215406,0.2380765366119878,-36.51620019573109,-41.316200195731085,4.182315751673835,51.49851594740492,43.13401608836634,True
97,231.10149706985595,31.231168737494496,0.25520332511533667,-47.87940252160074,-52.679402521600736,12.416566265355097,71.09596878695584,30.142917512062603,True
98,237.96066395637666,28.50845141442352,0.28430635240928154,-62.834223171762886,-67.63422317176288,10.793093017381008,84.4273161891439,28.149276251297074,True
99,214.32386804768583,6.14735126515504,0.2509037638610029,-35.770219951196125,-40.57021995119612,2.5511467414834472,49.12136669267957,59.4623162632404,True
100,232.51441082729855,16.60246751308022,0.25632758389471305,-45.772567675665385,-50.57256767566539,8.857080024859705,65.4296477005251,40.78218393131483,True
101,229.67158057048454,20.104531098159192,0.23380944309527754,-36.63494662514057,-41.43494662514057,4.848742725226338,52.283689350366906,39.40408460556569,True
102,215.28857862636465,31.27835417734083,0.2797224130928604,-55.00936534184757,-59.80936534184757,4.555115753391776,70.36448109523934,40.29624962322327,True
103,236.6822352500757,8.800858657028522,0.29607754485048,-61.91205954277979,-66.7120595427798,5.5415129528604785,78.25357249564027,45.68031705317982,True
104,224.69620074748377,31.374482931622175,0.21907828073715327,-31.48483192777301,-36.284831927773006,6.216541770309396,48.5013736980824,34.085908523978624,True
105,226.3978636399188,25.72496379156714,0.2573850487641324,-47.185636063547136,-51.98563606354713,5.512350842282531,63.49798690582966,36.9701094911963,True
106,227.7143803191853,20.27391704042999,0.2044851842874729,-25.25160702610184,-30.05160702610184,4.32638796569018,40.37799499179202,40.37149525595615,True
107,226.7882228805648,23.61778315483144,0.17769066912445752,-16.68681918801705,-21.48681918801705,2.454605520311477,29.941424708328526,38.31280158198852,True
108,235.03812575698385,29.384552464143148,0.24537170358656743,-43.829481745034585,-48.62948174503458,2.3705182648807166,57.0000000099153,29.11974342082187,True
109,224.25837878863732,26.485078348975442,0.2561700600588056,-46.25943287443289,-51.059432874432886,7.191319182884766,64.25075205731765,37.7351727101887,True
110,233.85920324919863,-1.1120899346506543,0.27676082428159854,-47.537552800061704,-52.33755280006171,3.152789318649936,61.490342118711645,55.86773067515542,True
111,228.89734423088944,6.509273774392332,0.2875030843725503,-55.170319551196215,-59.97031955119622,1.4231500808517208,67.39346963204794,51.268613440557786,True
112,237.02639207172803,17.035447106432322,0.24748797069455825,-42.637470573672104,-47.4374705736721,3.276775025532276,56.714245599204375,38.201154648671015,True
113,216.21596552537642,29.9359432757363,0.25810871047235356,-45.35454005293427,-50.15454005293427,1.5605938165275155,57.71513386946179,40.54687300756553,True
114,240.71349227601488,25.49273415459715,0.17577691830917952,-17.244718759825,-22.044718759825,1.3896383155022756,29.434357075327274,29.180804054714233,True
115,243.95075656810997,8.879930268477299,0.16904438083380868,-13.127363133181387,-17.927363133181387,2.1853596532245003,26.112722786405886,42.85463930755078,True
116,240.4330300514825,15.126165794921738,0.28144517670824715,-57.98243668812022,-62.782436688120214,2.4786035859586804,71.2610402740789,38.39413326199626,True
117,244.39888631155537,18.389620636387043,0.24861581229936025,-43.955899605381504,-48.7558996053815,4.877580682530171,59.633480287911674,33.84750946585136,True
118,230.85366973280225,19.36267777223739,0.2533575315077444,-44.93340882533272,-49.733408825332724,8.876168775908802,64.60957760124153,39.35783192982873,True
119,236.10706247446004,28.180701194532077,0.15514900312876545,-11.0367549857062,-15.836754985706198,5.7920932185434655,27.628848204249664,29.428007926548016,True
120,225.86881618568572,10.60542745736155,0.281295641916723,-53.41094064818566,-58.21094064818566,10.21719998160919,74.42814062979485,49.30967231924988,True
121,215.38335311191855,1.600106235563085,0.1799815555349959,-12.504286398490173,-17.30428639849017,2.5654350534551624,25.869721451945335,62.57008445666393,True
122,238.32468247093246,9.37376414573717,0.23611175978175616,-35.765518755509746,-40.56551875550975,3.8415908041765183,50.40710955968627,44.47948371935818,True
123,226.1686938152335,23.300016003301018,0.24687227209252705,-42.064117333173925,-46.86411733317392,3.3803485029367883,56.24446583611071,38.923715754384496,True
124,224.9123689543934,22.52820520056322,0.21477541897011543,-28.885129772590222,-33.68512977259022,8.720084856984842,48.40521462957506,40.26245302290237,True
125,212.91869028084392,24.44038034464218,0.2558162614574608,-42.36158587663098,-47.16158587663098,4.505907627797944,57.667493504428926,46.42281341338102,True
126,239.95751937719257,22.762640661195903,0.1803504059032139,-18.43394691795295,-23.233946917952952,8.075923772242358,37.30987069019531,31.864495303766187,True
127,223.1394678284554,19.605071818829295,0.22860410970008252,-33.25071306145861,-38.05071306145861,3.484149382206332,47.53486244366494,43.56644759292067,True
128,221.97178952945217,6.515703354545323,0.22741238306904274,-29.260702933068288,-34.060702933068285,5.72176414854332,45.78246708161161,54.83702229879157,True
129,254.00026358089707,18.08255890079404,0.19296038143451744,-21.93660014275423,-26.736600142754227,2.8680568477362325,35.60465699049046,31.253703214887715,True
130,216.20945150508499,22.756285567421923,0.264763160500586,-46.925428303110166,-51.72542830311017,12.407117600129164,70.13254590323933,45.49667642527956,True
131,244.75345346197366,12.328000590056192,0.2332111635231257,-35.806520030252614,-40.60652003025261,4.26597071423679,50.872490744489404,39.34427624514812,True
132,211.38940420618584,-6.886538809956157,0.1991469529257994,-15.180097810312727,-19.980097810312728,13.120280818984677,39.1003786292974,71.83525841211795,True
133,230.1666563071151,1.8907000838554904,0.26989406164376106,-45.516531312762154,-50.31653131276215,6.338313124559932,62.65484443732208,54.741380273855306,True
134,229.2349283710347,25.325362993728472,0.2300541790239869,-35.957707485145775,-40.75770748514577,15.267041539741772,62.02474902488755,35.56663393096452,True
135,247.7479546200246,35.80036189139633,0.2628498401373235,-53.108816975432795,-57.9088169754328,2.2696552499270024,66.1784722253598,17.284897560116605,True
136,218.86470368393705,21.81340402531969,0.29743865859474594,-62.87413936612015,-67.67413936612014,13.759171573195575,87.43331093931572,44.507951418768364,True
137,249.08081803295676,14.960574949621925,0.22439297063422728,-32.993636878234426,-37.79363687823443,10.593247685211567,54.386884563445996,35.4981344835653,True
138,225.18289880510326,17.44833292039629,0.2606920032158931,-46.42094456496669,-51.220944564966686,5.759475489824883,62.98042005479157,44.07024383013525,True
139,234.7346693758411,13.621185552017181,0.22722998985532433,-33.18865132787944,-37.98865132787944,2.237070463867852,46.22572179174729,42.25916485420063,True
140,223.72093293000108,3.7056255987107,0.2105174633361368,-23.090063453866904,-27.890063453866905,10.616317888728684,44.50638134259559,56.29100618923716,True
141,221.63236329671508,7.787832362343308,0.29516183571854776,-57.1901766628557,-61.9901766628557,8.606668867076227,76.59684552993193,53.96016977647213,True
142,236.68768326635987,23.150070349532754,0.31898436265851254,-80.28300003257146,-85.08300003257146,2.2207454689596577,93.30374550153113,33.15520986955535,True
143,245.5823388501566,14.2212339347054,0.24158715584666848,-39.79515148803186,-44.59515148803186,7.479807789066579,58.07495927709844,37.288748232594344,True
144,224.0126989607715,15.748089647934535,0.27150371536431706,-50.38996652065014,-55.189966520650145,7.824636291973565,69.0146028126237,46.10369526400843,True
145,230.26776293566172,12.91407584376264,0.23202409670003757,-34.28073327462837,-39.08073327462837,6.4392732644877695,51.52000653911614,45.06144419520037,True
146,236.89918455518455,30.639919095605293,0.27998456295833996,-60.75835184141795,-65.55835184141796,6.643721522934946,78.2020733643529,27.110783386147332,True
147,249.79777329796207,22.739069793209033,0.22559558245844064,-35.07656248171682,-39.87656248171682,9.648706195655334,55.52526867737215,27.913399507861637,True
148,220.76274995531006,43.39937339864083,0.2349548097526898,-37.202977951970816,-42.00297795197082,3.6184210333668965,51.62139898533771,30.122417761408144,True
149,240.75991874106074,22.340430255009707,0.23141831064339669,-37.306987269647905,-42.1069872696479,3.174795042302878,51.281782311950785,31.85339972210077,True
150,234.68453194415565,27.437444515787067,0.22764872386075957,-35.98511038623112,-40.785110386231125,3.645919404743256,50.43102979097438,30.801662076326405,True
151,247.89209663761517,15.928854887220814,0.25368105347061326,-45.50510950002123,-50.30510950002123,4.810905360882946,61.11601486090417,34.931745454032004,True
152,252.44047206015756,33.84758990242005,0.18502060763348097,-20.747084695982817,-25.547084695982818,1.24313169068001,32.79021638666283,16.80334789294045,True
153,210.0532396356071,13.506248733066858,0.256522308455711,-38.86826563631837,-43.66826563631837,4.728939925378185,54.39720556169655,56.28278279552577,True
154,218.12879082097953,1.8681423879589845,0.19395546787787526,-16.7554135380458,-21.5554135380458,5.607581003994962,33.162994542040764,60.822994696590726,True
155,218.6587633265809,17.089141971393765,0.22535402888286338,-30.512088043028346,-35.312088043028346,9.768350215625006,51.08043825865335,48.20815944781434,True
156,232.8118661778408,10.556352064501045,0.2391806741035301,-36.770731114194504,-41.5707311141945,5.087471438808224,52.658202553002724,45.85069226345601,True
157,232.1120059472475,8.841496703255524,0.2688268696333346,-48.47940467723991,-53.27940467723991,7.527248318110467,66.80665299535038,47.686606650224505,True
158,231.3421195142132,9.998449608059568,0.18416824754118327,-17.176519435319797,-21.976519435319798,2.442197065347915,30.418716500667713,47.04121030536104,True
159,210.8199475823276,15.39371393596019,0.28049628919925473,-49.566149189190995,-54.36614918919099,12.396178884336265,72.76232807352726,54.367273579084056,True
160,209.0848009369344,14.767708230835584,0.2127220055074048,-23.373400221457988,-28.17340022145799,2.080316551722527,36.253716773180514,55.939872924496505,True
161,240.38431140910092,20.396952093263216,0.20004021215076961,-24.85286084236677,-29.65286084236677,4.584868327104203,40.237729169470974,33.71935502878761,True
162,225.77330807219738,14.332602223017222,0.2800898682279048,-54.314452706548494,-59.1144527065485,16.625722744251014,81.74017545079951,46.26421723087458,True
163,213.18394221757006,23.208686605956785,0.2135134970924294,-26.116975702539083,-30.916975702539084,13.241792265710963,50.15876796825005,47.11800657692893,True
164,236.10073609868323,-1.8563827380908902,0.20320956035777643,-20.599871623303468,-25.39987162330347,14.15621853176196,45.55609015506543,55.676790232911515,True
165,242.07519258713586,6.128494509763914,0.24279502632027034,-37.519704266206055,-42.31970426620606,8.336915928460026,56.65662019466608,46.07498714125861,True
166,239.6320086369241,24.769823969811362,0.19963347309321083,-25.245851641121472,-30.045851641121473,7.443867412144202,43.489719053265674,30.319263354836977,True
167,232.90546402749044,15.945775171245156,0.256270073616758,-45.61468927102597,-50.41468927102598,5.663344283643571,62.078033554669545,41.14178956633701,True
168,252.52618477886003,15.778446996179557,0.28861238015996854,-61.72575430666008,-66.52575430666008,14.349138340225899,86.87489264688598,33.821235839321126,True
169,235.1908908072632,20.79386517112825,0.24814862614189842,-43.648785912792306,-48.4487859127923,1.3224487184265294,55.77123463121883,35.885829217957074,True
170,237.2708890857844,10.03895254954898,0.2452834787842046,-39.58683780204838,-44.38683780204838,7.213083801941629,57.59992160399001,44.31281401781916,True
171,234.5389209658478,24.790749511151958,0.2538429400873776,-46.92310470084918,-51.72310470084918,3.23164578948561,60.95475049033479,32.960270927970086,True
172,243.42928878391837,8.251557063268914,0.2520378139160732,-42.1395961546395,-46.939596154639496,1.4094375022687857,54.34903365690828,43.62023587867278,True
173,222.24685362728678,-0.8344877511526849,0.1849931395990118,-14.2446558484048,-19.0446558484048,9.97222736473789,35.01688321314269,60.944860455887685,True
174,236.50038534955604,3.183179875587917,0.2557726888168005,-41.18364618776042,-45.98364618776042,15.881967123901283,67.8656133116617,50.874792481140176,True
175,222.4094976355524,21.13600030391259,0.25862364654567505,-45.76525828263365,-50.56525828263365,4.119768674233329,60.68502695686698,42.83076312311482,True
176,227.6445304758219,20.050405805313822,0.20615314649744967,-25.796363779289983,-30.596363779289984,2.0470659701635197,38.6434297494535,40.58883591319659,True
177,213.60821171572746,23.707462871838217,0.20597517073725916,-23.71746884520069,-28.51746884520069,2.15735693762975,36.67482578283044,46.48999399761101,True
178,231.5234672078676,22.07411307711364,0.25236283365266327,-45.2485959251986,-50.0485959251986,5.219120084749094,61.26771600994769,36.793218872420624,True
179,244.53412262589524,33.026139770898574,0.21499952588465432,-31.88449535208264,-36.68449535208264,13.535944448285493,56.22043980036813,21.106077050718472,True
180,232.05043326817338,21.590808237060152,0.20570256070113907,-26.426851724204727,-31.226851724204728,19.677894591589357,56.904746315794085,36.892898288469624,True
181,226.7297127829949,12.191986656050792,0.233025899796198,-33.87456914779274,-38.67456914779274,25.11088200329841,69.78545115109115,47.51946871472261,True
182,243.04673101793486,25.026921200007678,0.26103773681617015,-51.097473948456674,-55.89747394845667,7.648160263411645,69.54563421186832,28.480396313323883,True
183,228.46559979204798,6.22467399834003,0.22322979541934898,-28.824270162554,-33.624270162554,6.044484830514653,45.66875499306865,51.72752798997546,True
184,212.55488418857726,14.580695675420323,0.18986691170913694,-17.05704810741231,-21.85704810741231,8.471287356050093,36.3283354634624,53.89482043723912,True
185,216.57369233530534,12.30169130119987,0.28117994675282276,-51.02022456598965,-55.82022456598965,11.82127719157586,73.6415017575655,53.20806213872952,True
186,222.3807066271404,34.00336084216522,0.24639293041575672,-42.35851566875663,-47.158515668756635,4.106031287213267,57.2645469559699,33.92564785282528,True
187,238.51950666550516,5.995962766368828,0.23941274454223888,-35.934798792350534,-40.73479879235054,4.6451163022330135,51.37991509458355,47.49767774653159,True
188,248.10891778687466,19.290158384396754,0.24468315094574022,-42.459113421473035,-47.25911342147304,9.075262610065671,62.33437603153871,31.695373508968625,True
189,239.26403308596872,13.086477104905256,0.23443252225299507,-36.288398924307614,-41.08839892430762,5.47429109451035,52.56269001881797,40.72280132278282,True
190,230.55487330601903,29.623267968383047,0.19538861635846036,-23.443547301423383,-28.243547301423384,10.891495460627418,45.1350427620508,31.60923335957066,True
191,214.01534410821336,18.391586134791876,0.2953149470569587,-58.6592460676691,-63.459246067669106,6.076017680624112,75.53526374829322,50.09728900980479,True
192,250.99864893603046,-2.27242349125573,0.25541754321131627,-38.92127777148401,-43.721277771484004,7.508818966668647,57.23009673815265,51.78418740895297,True
193,237.7810395661562,29.31432413175782,0.17181822023951251,-16.12881205191195,-20.928812051911947,3.8114312924030123,30.740243344314962,27.620480335172136,True
194,234.19203917199138,24.767991655659998,0.26821679226366474,-53.58611402803808,-58.38611402803808,10.952419693636656,75.33853372167474,33.16858914460712,True
