N,dtheta_cmb_mean,dtheta_cmb_std,dtheta_cmb_p5,dtheta_cmb_p16,dtheta_cmb_p50,dtheta_cmb_p84,dtheta_cmb_p95,dAICc_mean,dAICc_std,dAICc_p5,dAICc_p16,dAICc_p50,dAICc_p84,dAICc_p95,dAIC_mean,dAIC_std,dAIC_p5,dAIC_p16,dAIC_p50,dAIC_p84,dAIC_p95,beta_mean,beta_std,beta_p5,beta_p16,beta_p50,beta_p84,beta_p95,frac_dtheta_lt_10,frac_dtheta_lt_20,frac_dtheta_lt_30,frac_dAICc_lt_0,frac_dAICc_lt_-10
500,41.711226047680555,9.838764981826147,26.290853318809337,31.956384166403026,41.30015586574822,51.73659349701185,57.27201532261305,-38.21952971960903,14.672734205250839,-63.40378283724864,-52.1393502964147,-37.45460478663831,-23.064078677793653,-16.145706435090695,-43.01952971960903,14.672734205250839,-68.20378283724864,-56.939350296414695,-42.25460478663831,-27.864078677793653,-20.945706435090692,0.23875343318522113,0.03618478324947804,0.17962921902848913,0.20309334071079524,0.2403968378471025,0.27519612274728134,0.2951694912854683,0.0,0.014,0.116,1.0,0.99
