iter,l_deg,b_deg,beta,chi2_bao,chi2_null,dAICc,delta_to_cmb_deg,coh_mean_deg,coh_std_deg
20,254.7716384134153,11.829498282809752,0.21986863017082214,10.392620086669922,51.48393249511719,-30.29131317138672,37.23343193085942,48.24968329988013,20.82076268915863
21,229.10102862393387,2.477224181578033,0.26741141080856323,5.6144256591796875,60.999324798583984,-44.58489990234375,54.711288813617465,36.601466826790706,20.660062133019835
22,243.19266727742718,29.070721841124662,0.23246780037879944,3.3199119567871094,53.086875915527344,-38.96696472167969,24.98112981357875,21.87864646435678,19.390215470556736
23,233.54954573828698,9.858887750538855,0.301585853099823,7.209007263183594,82.7542495727539,-64.7452392578125,46.11998326054672,27.226290194090264,22.867317733282885
24,231.05231900778494,14.050544465032269,0.1972767561674118,4.408561706542969,37.35549545288086,-22.146934509277344,43.69375115754534,31.535351949673025,35.873116683502495
25,213.33878670342304,19.694202971458797,0.2603907883167267,3.4963417053222656,57.65285873413086,-43.35651779174805,49.56038585316678,26.357972025708445,17.080269851337043
26,230.21701497723038,12.233070316848991,0.27738136053085327,14.6309814453125,78.86921691894531,-53.438236236572266,45.668802104332144,41.814704569377795,18.03895800773134
27,244.10850019269714,5.681587657997551,0.24147599935531616,4.614864349365234,52.395530700683594,-36.98066711425781,45.82740542482369,27.661984802963616,9.93424683205192
28,231.75885412433092,11.011147898893402,0.25401774048805237,9.080982208251953,62.804908752441406,-42.923927307128906,45.95810040146663,36.80291002913385,21.941784515635405
29,224.9013673577258,30.493758473522824,0.20014062523841858,4.89654541015625,40.243194580078125,-24.546649932861328,34.54004931259095,32.237386364195096,19.573450011575126
30,279.1178889879191,31.77302027467282,0.23225995898246765,6.516021728515625,51.98596954345703,-34.66994857788086,20.051910278748885,26.637378975316164,9.284781215077023
31,239.13816326905248,19.342977211313805,0.21632419526576996,11.158443450927734,52.696617126464844,-30.738174438476562,35.208549287764214,24.255934834161625,7.491966606125175
32,242.10125721983212,17.37087075710108,0.27927151322364807,5.537818908691406,74.37010192871094,-58.032283782958984,35.68020607186579,17.674400244393276,10.507534091084743
33,233.33252666250712,17.86515117001742,0.2434368133544922,17.154632568359375,68.72898864746094,-40.774356842041016,39.29736619259767,48.701370997140934,24.38780566960207
34,228.64334486578915,19.127211828501864,0.2333139330148697,5.978271484375,52.91683578491211,-36.13856506347656,40.764897745539585,37.71566231833273,16.343574591588585
35,239.57173226253525,24.5193181663621,0.2686600685119629,13.111221313476562,78.53134155273438,-54.620121002197266,30.55933414171674,28.12947809799519,11.121922650332936
36,229.3985777665076,9.213343451268234,0.2649024426937103,2.0657577514648438,59.329566955566406,-46.463809967041016,48.675715613976784,9.387443986364326,4.246238944496106
37,229.9681633032474,12.167935254999836,0.22308684885501862,4.546138763427734,46.04462814331055,-30.698490142822266,45.85066419962966,35.57472744791194,26.502209663492692
38,241.3460250580004,27.782152275274008,0.2497592568397522,1.7565231323242188,58.944114685058594,-46.38759231567383,26.960716620019895,13.907980871099857,10.011380938901526
39,241.94019599304528,9.381069246262784,0.28800874948501587,5.60772705078125,75.35546875,-58.9477424621582,43.082800357857195,11.638887325961067,7.297630210835607
40,210.7856143916258,15.39336133977353,0.280439555644989,8.282173156738281,68.63150787353516,-49.54933547973633,54.38925584826603,39.866599371501195,28.155571074918722
41,237.34747638570906,20.548491848659626,0.2095959484577179,6.547046661376953,45.62620544433594,-28.279159545898438,35.01460831704246,40.63121380650111,31.219251599459696
42,228.20977777416977,24.295603049795588,0.22904451191425323,9.594425201416016,55.718727111816406,-35.324302673339844,36.954040855676496,32.900681112089586,24.479902556402642
43,247.8017840978557,7.964269519747416,0.2998020052909851,3.4335479736328125,78.37953186035156,-64.14598083496094,42.561593515279405,15.950067717784053,14.587789899516068
44,214.3669885815492,17.758161821476087,0.22830680012702942,10.372238159179688,51.87532424926758,-30.703086853027344,50.35072506505056,41.09224645397331,30.4812833015579
45,250.67662305676163,7.257761696984136,0.3252805471420288,10.402091979980469,97.99840545654297,-76.79631042480469,42.529393191382184,19.861491790125303,13.59084709417107
46,226.9250065088899,33.60363848138184,0.19539491832256317,5.219318389892578,39.342506408691406,-23.32318878173828,31.211424946203906,29.415200679426547,31.80949567147758
47,230.8353032313918,22.230484074402074,0.27979305386543274,6.7248992919921875,75.66284942626953,-58.1379508972168,37.05137120298139,34.35871388211166,17.70745090188472
48,230.8353032313918,22.230484074402074,0.25830575823783875,8.74710464477539,67.50316619873047,-47.95606231689453,37.05137120298139,47.33095772515179,32.14543538921738
49,236.91390524779376,15.49903985552598,0.2743813097476959,1.5489959716796875,66.82575225830078,-54.47675704956055,39.599145144862305,14.165456843199488,11.384397871604035
50,236.9462020967954,22.010579678721935,0.3248477876186371,3.9726638793945312,98.33253479003906,-83.55986785888672,33.9749593747863,21.7811993370785,17.154385516794374
51,212.52034724193973,16.572129963053712,0.19405804574489594,11.803768157958984,41.240509033203125,-18.636741638183594,52.40503568237027,45.81211039279694,26.376957469979132
52,227.84855793262977,21.475978170976685,0.2714698910713196,6.0734710693359375,70.08993530273438,-53.21646499633789,39.34590988133467,24.880776477839916,12.277350916171795
53,216.45429759493626,10.46685377449333,0.30134516954421997,13.804107666015625,83.95889282226562,-59.35478591918945,54.73707959503858,36.884040039553646,21.717789629614526
54,215.5070917472572,15.842862609109808,0.2785446345806122,14.656055450439453,76.23818969726562,-50.782135009765625,51.09669582662603,38.60442654598429,19.77983395415918
55,231.79115242850884,26.807859290413326,0.22811901569366455,3.0940933227539062,49.76116180419922,-35.867069244384766,32.94440755319041,19.7102642006273,11.965185327891495
56,228.0091588757032,35.83439300225936,0.252973735332489,5.047595977783203,62.56864929199219,-46.72105407714844,29.13876791712638,21.965178238470003,11.522228328637071
57,237.34747638570906,20.548491848659626,0.21532180905342102,7.616432189941406,48.85993194580078,-30.443500518798828,35.01460831704246,30.52686509417106,12.327219901947426
58,220.74221491502843,5.182784393282087,0.28715890645980835,3.7750930786132812,66.64612579345703,-52.0710334777832,56.62157746681165,21.129192743190067,12.45745799685563
59,221.9869685990903,19.978447881037358,0.2888002395629883,4.551628112792969,74.68074035644531,-59.3291130065918,43.9697863513526,23.68994712475735,20.07159933211396
60,223.64889413243247,10.635219200839105,0.3153352737426758,14.586509704589844,94.56037902832031,-69.17387390136719,50.486782837763165,28.391497631228976,7.784420879427501
61,229.3985777665076,9.213343451268234,0.19279415905475616,15.642751693725586,45.97439956665039,-19.531646728515625,48.675715613976784,46.49747488671206,13.83715607304581
62,234.77789839521418,26.025926333891793,0.29941660165786743,12.75433349609375,93.626220703125,-70.07188415527344,31.849345959418685,25.956500586402154,8.798772383494558
63,248.66938306847985,19.019435344760694,0.1951359212398529,5.041172027587891,38.97501754760742,-23.133846282958984,31.769249401268826,34.2670506851917,27.07116232819979
64,244.04822272972223,32.88809480033023,0.26014646887779236,7.207233428955078,69.92110443115234,-51.91387176513672,21.466917685781553,16.893126383152605,4.893576694385448
65,237.6204453909836,12.441602459266651,0.3006398677825928,8.910797119140625,85.98844909667969,-66.27764892578125,42.00077277755762,26.000109926339146,11.536796968780976
66,232.8188925629711,3.6758174125986094,0.2087331861257553,6.100074768066406,40.587127685546875,-23.687053680419922,51.961820425069185,25.930006797966115,18.91710345894468
67,248.69349814850193,-2.2223630913481824,0.27896639704704285,2.550506591796875,62.112586975097656,-48.762081146240234,52.21180933048835,17.303811275358555,16.965855702208234
68,226.49143645078829,28.01266033799792,0.3098580837249756,4.313346862792969,89.10936737060547,-73.99601745605469,35.25503576564161,16.761465355955195,12.40803934677652
69,229.04461416300708,23.460147740500158,0.23315943777561188,14.845901489257812,62.64732360839844,-37.00142288208008,37.1068486859651,34.11205851358212,29.456581185034274
70,198.3235986919312,22.299273181314156,0.21897435188293457,12.805110931396484,47.436500549316406,-23.831390380859375,57.54491515958047,51.25144838382577,34.67135226742829
71,254.96453960191553,12.57202009685878,0.2401137351989746,3.485767364501953,52.710227966308594,-38.424461364746094,36.46928373854776,33.64547619944903,26.651313168552605
72,235.211468306669,20.793444394747844,0.2416093498468399,3.7728500366210938,55.51530075073242,-40.94245147705078,35.875646164720315,32.9340109201111,22.998110165723382
73,228.17747655200517,13.329780684276475,0.1963929384946823,16.8260498046875,49.005516052246094,-21.379467010498047,45.795664999451915,55.01239443259499,24.04808282815697
74,240.27826767112128,21.29821875600031,0.19886131584644318,8.263195037841797,43.722347259521484,-24.65915298461914,32.98025091066154,35.2933270082013,36.15131187140139
75,247.4969769454519,16.505720731918707,0.27515149116516113,10.322540283203125,76.97309875488281,-55.85055923461914,34.51160149148804,19.225744806851985,7.430949731476864
76,241.55532129712594,1.5726505056847069,0.27879488468170166,9.491107940673828,70.96372985839844,-50.67262268066406,50.5388236100487,35.4075115122412,17.905958593111112
77,203.6233176734401,32.7668780021076,0.27590417861938477,6.219844818115234,65.84823608398438,-48.828392028808594,47.12695226131817,9.922729206586414,7.682443172152939
78,233.3648274735906,19.586053539773964,0.25438418984413147,3.2105484008789062,59.99528121948242,-45.98473358154297,37.837758858208204,25.31197668574285,23.24140941449499
79,235.5008301896025,21.76359373456617,0.24617992341518402,9.107250213623047,63.07660675048828,-43.16935729980469,34.91765129190239,44.79754494224935,26.99542722982524
80,239.9329525781048,21.25722054463298,0.2438177615404129,7.201549530029297,60.471229553222656,-42.46968078613281,33.175024435887394,30.85219232143865,30.1212939234646
81,222.8936631352898,20.616494056015004,0.22699373960494995,8.085220336914062,51.7288932800293,-32.84367370605469,42.93447375495156,40.203587787517385,25.720029667375492
82,241.55099901961717,37.91963655926099,0.24006924033164978,6.323139190673828,59.70325469970703,-42.580116271972656,19.282393563061945,29.209799493652195,14.321666741503066
83,226.0578715522848,22.69893455018727,0.24585677683353424,2.961933135986328,55.347930908203125,-41.58599853515625,39.447842942253196,20.524266805040675,18.658876789165014
84,222.23581928647832,4.646046327918237,0.27052709460258484,1.5291824340820312,57.525638580322266,-45.19645690917969,56.26954932293408,14.312653758445597,14.97940663390946
85,219.81866456341223,16.120994847369378,0.28911662101745605,11.309173583984375,79.4553451538086,-57.34617233276367,48.261967759864234,43.708790478028675,22.062028588195705
86,229.42222791307645,28.808841260372226,0.21698282659053802,6.495548248291016,48.60883712768555,-31.313289642333984,32.882531527915944,24.157241859632823,20.079930218366407
87,228.82806155746988,10.29857572250761,0.21147239208221436,8.026252746582031,44.71367263793945,-25.887420654296875,48.02890989598684,32.868262072701754,24.663239449998308
88,249.6488858464784,30.8786999183825,0.2537251114845276,14.65029525756836,74.16616821289062,-48.71587371826172,20.52980262634477,48.73507594254506,29.02422043279466
89,221.28042975363138,23.168991069511527,0.24298369884490967,2.9527587890625,53.09416198730469,-39.34140396118164,42.001837746370086,31.77539124139376,31.8620251058691
90,218.17263963364974,44.382446325640935,0.21422632038593292,5.351161956787109,44.88714599609375,-28.735984802246094,31.425231366043324,42.30718530764954,32.234983428751846
91,246.50107780716004,22.94758518123164,0.27807512879371643,4.643348693847656,74.72148132324219,-59.278133392333984,28.883981932678026,21.998543583289063,10.622725496217289
92,246.79044052053177,19.626598799006157,0.23143728077411652,7.3462982177734375,55.234779357910156,-37.08848190307617,31.830097764958126,31.570085389252828,26.444910518010335
93,220.3404831898654,16.29336677355482,0.23678088188171387,6.149463653564453,52.029788970947266,-35.080326080322266,47.81555799689147,36.80393759851049,17.793583358456285
94,232.22472351204058,21.544405230321356,0.24420419335365295,5.706798553466797,58.30705261230469,-41.800254821777344,36.83547040909262,31.124364727284263,22.1968761231626
95,207.36529772351614,21.188933332495786,0.3019774258136749,3.02996826171875,73.40147399902344,-59.57150650024414,52.34391562582098,11.869515264174742,6.5737097254203345
96,229.26163185725983,15.221752915984181,0.29740625619888306,4.817558288574219,79.736083984375,-64.11852264404297,43.63713373156173,25.46966280754131,27.074580788287236
97,231.67878763365854,5.515271368349667,0.2830102741718292,6.107330322265625,70.21292114257812,-53.30559158325195,50.8278524275904,32.28085273078202,17.434236702326288
98,242.50252641587014,25.29140513001482,0.23875117301940918,3.8215179443359375,55.78963088989258,-41.168113708496094,28.501404942121454,27.89294667602543,29.695010915283387
99,213.54376123455913,48.04470109634079,0.20448298752307892,6.302425384521484,41.382713317871094,-24.280288696289062,33.056799800017714,19.627903125315747,17.757393736422816
100,231.75885412433092,11.011147898893402,0.19955316185951233,9.578239440917969,42.73383712768555,-22.35559844970703,45.95810040146663,47.00161636560162,28.350948791706276
101,251.29490945845998,27.638336152808186,0.17428848147392273,5.433162689208984,33.303009033203125,-17.069847106933594,22.856729224316858,35.508380573327,24.756614762801615
102,240.55123421455465,13.159739089907818,0.24337971210479736,14.311843872070312,65.2854232788086,-40.173580169677734,40.13044712948466,41.7011837412594,25.05825005138188
103,239.29876565172458,33.40513580877888,0.28719741106033325,3.3498687744140625,79.45401000976562,-65.30413818359375,23.699761937433145,17.670839058373126,7.134868346218218
104,248.66938306847985,19.019435344760694,0.22510971128940582,16.885971069335938,62.045257568359375,-34.35928726196289,31.769249401268826,40.8126112595012,35.144895124708505
105,235.12321803917928,16.678435085666592,0.21414124965667725,7.2942352294921875,47.14755630493164,-29.053321838378906,39.417577643168784,36.67335089894603,23.313717773869413
106,214.75186381222505,26.13933423438527,0.25298163294792175,4.423877716064453,57.399803161621094,-42.175926208496094,44.05052833945857,29.57304853691984,14.742664698590428
107,248.12344523131793,3.1401050468768985,0.2833750247955322,2.1702880859375,66.63211059570312,-53.66182327270508,47.134168906359605,9.170777893305159,6.088964449162321
108,236.48033550355714,10.570453065200574,0.23220187425613403,8.355525970458984,53.678199768066406,-34.522674560546875,44.17301952313245,37.81826419108765,26.800591007393788
109,233.54954573828698,9.858887750538855,0.22637443244457245,6.885387420654297,49.44914627075195,-31.76375961303711,46.11998326054672,38.79115750148707,35.1530873561801
110,238.48758000955146,22.519634800261535,0.22574089467525482,3.617877960205078,49.404823303222656,-34.98694610595703,32.780298620629964,34.09347960407513,21.23746821848696
111,226.33083423523502,14.49723623650808,0.2930820882320404,11.207511901855469,82.83047485351562,-60.82296371459961,45.82155887244825,28.61707509177565,24.034137042786433
112,234.25607911865404,6.860040320461667,0.3050212264060974,2.6937637329101562,78.4759750366211,-64.98220825195312,48.47274001372437,20.90884210918986,22.092904939162352
113,225.65659922987868,19.87010801555854,0.29056644439697266,3.8094100952148438,75.98832702636719,-61.3789176940918,41.876917841809544,26.835590994591495,30.986012413344486
114,221.06341628461416,31.93791684570949,0.2890739142894745,3.130767822265625,75.808837890625,-61.87807083129883,36.077777617701905,21.956029371705984,19.998089567943126
115,231.9194533283949,24.225774975794074,0.2209387868642807,4.133842468261719,47.58161926269531,-32.64777755737305,34.863624150881876,26.946296741040783,9.645360079857818
116,245.4333194742561,26.068438434134947,0.2632720172405243,18.105937957763672,81.5478286743164,-52.64189147949219,26.520671151525978,27.7994647525483,15.601692399492665
117,238.05401310738125,17.41089402965473,0.23975059390068054,4.468742370605469,54.925479888916016,-39.65673828125,37.39723158365535,22.28910401171071,9.024558973327208
118,231.32528995935482,6.1552121663737065,0.26262497901916504,14.696319580078125,70.10789489746094,-44.611576080322266,50.42349365232428,45.161023215321194,23.257876160239878
119,233.0595607058633,26.252853178745656,0.23128743469715118,8.627876281738281,56.70093536376953,-37.2730598449707,32.63792472736371,17.457516707098467,8.476740153604112
120,238.6202044716337,37.03719259951918,0.20021097362041473,4.618099212646484,41.61542892456055,-26.197330474853516,21.639798129944133,33.055919958587616,20.31931849093142
121,224.9013673577258,30.493758473522824,0.23866495490074158,3.8460617065429688,54.109832763671875,-39.46377182006836,34.54004931259095,27.175428538795504,13.72079453315173
122,218.40558876019696,22.409412027412458,0.1700914055109024,4.172149658203125,28.294879913330078,-13.32273006439209,44.35731493433286,29.361220085345522,14.23348486586165
123,230.21701497723038,12.233070316848991,0.2376536875963211,3.2356300354003906,50.39067077636719,-36.35504150390625,45.668802104332144,21.15741731945386,11.220265404173016
124,244.22086785504644,26.993464606920494,0.2084755003452301,3.0428466796875,42.90349578857422,-29.060649871826172,26.25017844769799,30.907336259608485,33.098928486277934
125,227.47094068596866,16.399514030800113,0.3008054494857788,4.393043518066406,81.0040512084961,-65.81100463867188,43.632456483811595,11.219630617063254,3.445354392891147
126,216.32553997026284,18.95210784760116,0.28232404589653015,6.306343078613281,70.94127655029297,-53.83493423461914,48.227161476604785,29.70877582013092,27.550588803909662
127,226.0578715522848,22.69893455018727,0.26696130633354187,3.906505584716797,65.67222595214844,-50.965721130371094,39.447842942253196,20.735308242420412,7.026718344383216
128,236.04676945645747,5.7199755444744715,0.23971804976463318,4.298274993896484,50.901214599609375,-35.802940368652344,48.73998419351345,20.23670718891405,8.119976695001036
129,219.47334710800325,26.622556430656907,0.2531631886959076,15.372066497802734,69.953125,-43.78105926513672,40.663785480931814,52.07390812503362,31.243271442215875
130,249.32722464546615,36.65534093398531,0.2205871045589447,5.887180328369141,51.07625198364258,-34.38907241821289,15.821927122865532,25.042172654747265,10.233374685111071
131,234.77789839521418,26.025926333891793,0.251221626996994,7.4314422607421875,64.3638916015625,-46.132450103759766,31.849345959418685,33.29150320065817,35.1374032963129
132,246.79044052053177,19.626598799006157,0.18098093569278717,14.055500030517578,43.339481353759766,-18.48398208618164,31.830097764958126,52.21769497230869,25.398132078040927
133,233.98310911512036,14.773585326462902,0.25733646750450134,11.689376831054688,68.47987365722656,-45.99049758911133,41.615873837272346,42.3248175776609,25.637377335432465
134,216.32553997026284,18.95210784760116,0.2775345742702484,12.685832977294922,75.14637756347656,-51.660545349121094,48.227161476604785,45.485396649380704,27.54596297841973
135,234.93850399206326,12.67640228361312,0.2054947167634964,2.3447113037109375,38.197715759277344,-25.05300521850586,42.993103664814576,29.821231676240064,25.52429666395949
136,225.49553911255472,11.79047406847293,0.21967624127864838,9.329086303710938,48.766807556152344,-28.63772201538086,48.519078470691795,46.78627806420141,28.665453141029253
137,233.20376643892712,11.517464608785867,0.20418737828731537,6.858760833740234,41.83728790283203,-24.17852783203125,44.823244627760346,32.8323453769731,27.114685203960907
138,233.43717711545295,31.743073779050967,0.22957754135131836,3.6477928161621094,51.61774826049805,-37.16995620727539,28.35787601189808,24.80851487069855,13.487697142234898
139,233.95899784482936,1.8401507828011285,0.2760346531867981,5.955909729003906,65.54660034179688,-48.79069137573242,53.13463484032596,41.72041160960884,35.33635685595462
140,226.63564206538308,9.923512944900573,0.18871302902698517,17.319293975830078,46.20912170410156,-18.089828491210938,49.47953583365826,53.73987775402037,16.659541869071987
141,228.17747655200517,13.329780684276475,0.32239973545074463,2.1098098754882812,88.8292465209961,-75.91943359375,45.795664999451915,13.154604066932729,10.575462373042672
142,224.24352365675009,13.670233765845818,0.3065344989299774,5.7348480224609375,82.9826431274414,-66.44779968261719,47.65805332878882,32.239123509449456,26.637674816661686
143,228.48273997095941,33.16144607097769,0.25288447737693787,5.746147155761719,63.192630767822266,-46.646484375,30.49391703404304,32.622574573125966,33.62499024389833
144,241.6353906749321,15.050285056230823,0.22018185257911682,7.599758148193359,49.837608337402344,-31.437850952148438,37.97467906047845,40.00647818376799,26.278840542776646
145,228.64334486578915,19.127211828501864,0.21706907451152802,10.213203430175781,50.84296798706055,-29.82976531982422,40.764897745539585,40.38426233282126,33.73419546679108
146,218.92740810551885,10.195069173432572,0.2411142885684967,4.556488037109375,50.043636322021484,-34.68714904785156,53.50955370624008,17.010962598495272,11.581286158098024
147,226.63564206538308,9.923512944900573,0.25509825348854065,8.215316772460938,61.00586700439453,-41.99055099487305,49.47953583365826,31.785703648958663,17.91324723176257
148,233.54954573828698,9.858887750538855,0.2640092670917511,5.814598083496094,63.70726013183594,-47.0926628112793,46.11998326054672,21.54513562068008,11.10413519647343
149,210.94621069327047,2.6429088377172607,0.2615939676761627,13.78322982788086,62.01765441894531,-37.434425354003906,64.278494933056,17.7509593201832,14.152202062773252
150,212.5440004967932,20.902439655128433,0.21323484182357788,12.108314514160156,48.444297790527344,-25.53598403930664,49.18619675454719,41.729434406700264,29.22303504924324
151,229.42222791307645,28.808841260372226,0.2866518795490265,5.649925231933594,79.14835357666016,-62.698429107666016,32.882531527915944,19.347170248956044,14.934973252850947
152,228.37037331483563,11.076013699912414,0.23422589898109436,5.145130157470703,50.30592346191406,-34.36079406738281,47.599492047041394,32.33960576924601,19.632853447215115
153,243.75499844723282,5.988758689332136,0.2933506667613983,12.058952331542969,82.72967529296875,-59.870723724365234,45.6486271710119,34.8628927166316,21.36027476812207
154,239.22641463061962,18.10610902118548,0.23256435990333557,4.207172393798828,51.943023681640625,-36.93585205078125,36.25424970704399,28.041496067659466,14.149864885513226
155,221.20762036780428,6.48828340215083,0.3089534342288971,4.7380828857421875,78.40753173828125,-62.869449615478516,55.2760658903963,25.679855282472733,11.852396471209143
156,209.37254001563562,9.316548163070152,0.19793221354484558,6.767927169799805,35.42308044433594,-17.855152130126953,59.93692609690418,25.016867832874492,11.097753692816166
157,230.65104817892217,28.88152271294969,0.23399829864501953,3.805248260498047,52.98828125,-38.383033752441406,32.08421742306964,8.538396785837254,5.450498640346317
158,220.3568801580225,35.505264846443154,0.23940818011760712,5.400241851806641,55.32301712036133,-39.12277603149414,34.368564103136535,15.835611732817023,11.188442054011636
159,230.3457846590874,17.13088740430647,0.26628804206848145,7.323356628417969,68.23807525634766,-50.11471939086914,41.47087936405506,38.52457765424078,20.654004274385997
160,228.2821248794274,26.736555671483515,0.2658272087574005,6.955314636230469,69.57734680175781,-51.8220329284668,35.08187682410709,20.934802327799552,14.856080426401022
161,222.8936631352898,20.616494056015004,0.19964264333248138,7.907146453857422,41.66697311401367,-22.959827423095703,42.93447375495156,32.65830526255201,14.064477159896256
162,246.0675090962324,28.272571284884894,0.20654629170894623,9.845394134521484,49.117027282714844,-28.471633911132812,24.320589378437983,44.178571838748134,24.476346874694016
163,226.33083423523502,14.49723623650808,0.28072986006736755,10.058662414550781,75.77161407470703,-54.9129524230957,45.82155887244825,30.500012519326418,15.98622210023604
164,202.64335004040842,-0.057295051172749537,0.24363049864768982,6.289524078369141,44.9287109375,-27.839187622070312,71.44497754823726,25.365852120858325,8.473738538901687
165,249.77718743254923,20.371824488173182,0.24962706863880157,7.074207305908203,62.912879943847656,-45.038673400878906,30.148115943368353,27.139287399529636,20.511706756277082
166,218.22087343183722,7.193588157247326,0.26825690269470215,7.931343078613281,62.8531379699707,-44.121795654296875,56.35988104373958,24.418277543227983,26.37267452831711
167,249.44826762705404,28.925151453380398,0.2372518628835678,3.8940353393554688,55.75373077392578,-41.059696197509766,22.347987597567162,12.770226210641326,3.993019616711952
168,248.34771950542356,24.18389511988982,0.20994806289672852,6.5062103271484375,46.615867614746094,-29.30965805053711,27.06768558631496,25.468186657988543,14.877407636393649
169,220.3404831898654,16.29336677355482,0.2810089886188507,1.7786407470703125,66.39964294433594,-53.82100296020508,47.81555799689147,11.311397824013454,5.963108571671209
170,218.56619014995917,36.909695545914246,0.20764639973640442,6.412105560302734,43.68647766113281,-26.47437286376953,34.761670498669886,26.729205788456493,8.909360508864191
171,235.28381640074096,30.41990406502529,0.19701915979385376,5.523998260498047,40.93745803833008,-24.613460540771484,28.20851287641181,42.05312704816154,27.95553232908571
172,233.33252666250712,17.86515117001742,0.27205973863601685,4.177497863769531,68.5929183959961,-53.615421295166016,39.29736619259767,31.835219185772218,30.385961076504316
173,215.41884643611058,21.653959771471126,0.23958435654640198,10.244331359863281,57.12249755859375,-36.07816696166992,46.80009550310116,30.17866809877385,24.353963763097205
174,217.16083658577412,7.463171548943192,0.26664498448371887,5.0826568603515625,59.116390228271484,-43.233734130859375,56.74660211427603,35.51926920383068,23.818095077677317
175,234.66553304169133,4.8121346992547895,0.2519409954547882,9.721736907958984,60.671077728271484,-40.14934158325195,50.141906588676456,17.763162096358652,13.053969018481292
176,233.33252666250712,17.86515117001742,0.1812487244606018,5.895395278930664,34.48520278930664,-17.789806365966797,39.29736619259767,44.383849582393815,30.757885178870513
177,224.97371606319382,20.725361231280324,0.22273188829421997,3.380603790283203,45.827728271484375,-31.647125244140625,41.61009553083644,27.62105423978842,18.72395858472398
178,222.85410501181326,30.61203331952934,0.2408355474472046,7.635349273681641,58.37569046020508,-39.94034194946289,35.77546537978549,36.7996066356796,34.67744326448828
179,240.96069029341106,-1.3943362924077474,0.254533976316452,6.392311096191406,56.27714538574219,-39.084835052490234,53.53719445025077,25.487086441248753,24.748218809129952
180,228.37037331483563,11.076013699912414,0.21809853613376617,4.029106140136719,43.18500518798828,-28.355899810791016,47.599492047041394,30.444055351998916,33.84627275785954
181,236.3515766759732,18.84444649390618,0.25208282470703125,7.053947448730469,63.03681945800781,-45.1828727722168,36.9579250866185,30.262313436733574,17.477793230344727
