name,mag_num,z_mean,l,b,ang_to_CMB,mag_label
Quaia_G<20.0_pmSig_lt2_0p6_1p0,20.0,0.8180457891365732,314.6367476056161,59.410264912986825,30.98965073912233,G20.0
Quaia_G<20.0_pmSig_lt2_1p0_1p5,20.0,1.2593244815869629,338.7262021950318,49.63740163145543,46.98094560062231,G20.0
Quaia_G<20.0_pmSig_lt2_1p5_3p0,20.0,2.063375928734873,319.61999973721584,57.98087853649593,33.69048908049298,G20.0
Quaia_G20.5_pmSiglt2_z0p6p1p0,20.5,0.8184481912564778,339.20052465829923,50.75651052616634,46.719763113872276,G20.5
Quaia_G20.5_pmSiglt2_z1p0p1p5,20.5,1.2607082545033923,349.1024541547054,46.8351195385935,54.32087108203942,G20.5
Quaia_G20.5_pmSiglt2_z1p5p3p0,20.5,2.057584213322741,355.57601802566626,65.15809740300494,47.974162538694024,G20.5
