name,variant,survey,band,freq_MHz,flux_or_mag_cut,D_obs,D_obs_err,RA_deg,RA_err_deg,Dec_deg,Dec_err_deg,l_deg,b_deg,sigma_dir_deg_approx,x_count_slope,alpha_spectral,beta_assumed,D_kin_from_x_alpha,D_ratio_obs_over_kin,reference,notes,z_mean,z_notes
Quaia_G20p5,baseline,Quaia quasars (Gaia–unWISE) G<20.5,optical+IR,,G < 20.5; |b|≥20°; selection-function corrected with provided 10× random catalogue; (selection_function_NSIDE64_G20.5.fits).,0.02755886837635763,0.0016207320613496883,219.93810860005976,5.0,-7.875520865019534,5.0,343.6386203546221,46.259310835759074,5.0,2.502921852475573,0.5,0.00123,0.007077890817817432,3.8936554809495916,Quaia catalogue (Gaia–unWISE; Schlafly et al. 2024) + in-house dipole estimate using provided randoms (vector-sum debias).,x estimated from cumulative G-band counts in 18≤G≤20 range; α assumed ~0.5 (quasar optical Fν∝ν^-α). Errors are shot-noise floor + conservative 5° directional floor; systematics likely dominate.,1.5471727502973553,z_mean from redshift_quaia after the same sky cut; photometric estimate.
Quaia_G20p5,2MRS_clean,Quaia quasars (Gaia–unWISE) G<20.5,optical+IR,,G < 20.5; |b|≥20°; selection-function corrected with provided 10× random catalogue; (selection_function_NSIDE64_G20.5.fits).,0.02755886837635763,0.0016207320613496883,219.93810860005976,5.0,-7.875520865019534,5.0,343.6386203546221,46.259310835759074,5.0,2.502921852475573,0.5,0.00123,0.007077890817817432,3.8936554809495916,Quaia catalogue (Gaia–unWISE; Schlafly et al. 2024) + in-house dipole estimate using provided randoms (vector-sum debias).,x estimated from cumulative G-band counts in 18≤G≤20 range; α assumed ~0.5 (quasar optical Fν∝ν^-α). Errors are shot-noise floor + conservative 5° directional floor; systematics likely dominate.,1.5471727502973553,z_mean from redshift_quaia after the same sky cut; photometric estimate.
